0,1,2
"<p>A&nbsp;story of friendship, courage, and self-sacrifice,&nbsp;Wilbur is a pig who lives on a farm with a ragtag team of animals, when one day he&nbsp;finds out that he is destined for slaughter. His friend, a spider named Charlotte who lives in the doorway of his pigpen, determined to save him; uses her spinning skills to make the world fall in love with Wilbur.</p>",{theater},{}
,{music},{}
<p>Presented by AEG</p><p>VIP Packages Available</p>,{music},{}
"<p>Don't Miss Allegro Dance Project's encore performances of “So, Now What?”</p><p>Friday, March 1st at 7:30pm</p><p>Saturday, March 2nd at 2pm</p><p>Lexington, KY- Pam Miller Downtown Arts Center, 141 East Main Street, Lexington KY 40507</p><p>Allegro Dance Project is thrilled to bring an encore presentation of So, Now What? to the Pam Miller Downtown Arts Center. Explore topics such as grief, imposter syndrome, uniqueness, relationships and regulations through contemporary dance, aerial circus arts and live original music in this family friendly performance event.</p><p>Participants of their Inclusive Dance Outreach and Adaptive Dance programs will join our company dancers on stage for the opening piece of the show as a celebration of inclusion! This performance run will also include FREE sensory-friendly school shows to provide inclusive and accessible field trip opportunities for central KY students.</p><p>Tickets:</p><p>Field trip seating is available by registering online at&nbsp;<a href=""http://www.allegrodanceproject.org/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: var(--blue-link);"">www.allegrodanceproject.org</a>&nbsp;via the “School Show” tab.</p><p>Tickets for the March 1st 7:30pm and March 2nd 2pm public performances are available through the Pam Miller Downtown Arts Center Box Office and can be purchased in-person, online at:</p><p><a href=""https://ci.ovationtix.com/36286/production/1189951"" rel=""noopener noreferrer"" target=""_blank"" style=""color: var(--blue-link);"">https://ci.ovationtix.com/36286/production/1189951</a></p><p>or by calling (859) 425-2550.</p><p>Adults: $20</p><p>Children, students &amp; seniors: $15</p>",{dance},{}
"<p>Under the direction of special guest conductor John Dickson and accompanied by organ virtuoso Todd Wilson, the <a href=""https://www.lexsing.org/"" rel=""noopener noreferrer"" target=""_blank"">Lexington Singers</a> will be joined by the <a href=""https://finearts.uky.edu/music/choralvocal-ensembles#chorale"" rel=""noopener noreferrer"" target=""_blank"">University of Kentucky Chorale</a> to present French composer Maurice Duruflé's 1947 masterpiece <em>Requiem</em>.</p><p>The concert will begin with a variety of sacred selections performed by <a href=""https://www.lexsing.org/lexring.html"" rel=""noopener noreferrer"" target=""_blank"">The Lexington Ringers</a> handbell ensemble under the direction of Jeff Marsh.</p><p>The featured selection will be French composer Maurice Duruflé's Latin <em>Requiem</em>.&nbsp;This will be the Lexington Singers' first ever performance of this masterwork.&nbsp;The <em>Requiem</em> will be led by special guest conductor John Dickson, Professor Emeritus and former Director of Choral Studies at Louisiana State University and current Artistic and Musical Director of the Louisville Master Chorale.&nbsp;The largest ever group of Lexington Singers will be joined onstage by the 38-voice University of Kentucky Chorale, making a choir of over 200.&nbsp;Accompanying the ensemble will be Todd Wilson, head of the Organ department at the Cleveland Institute of Music.</p>",{music},{}
"<p>Join the original ""Brad Majors"" - BARRY BOSTWICK - for a screening of the original unedited movie with a live shadow cast and audience participation! Plus a memorabilia display with artifacts and an actual costume from the movie, a costume contest, and more!</p><p><em>Get exclusive tickets to the V.I.P. Meet &amp; Greet to meet Barry Bostwick himself, have a personal photo opportunity, &amp; get an autograph.</em></p>",{film},{}
"<p>All are invited to enter and display their own flash. All are welcome to come view. Tattoo artists and non-tattoo artists alike, come discuss technique history, and tattoos!</p><p><br></p><p>11”x14” flash that is able to be hung from the corners will be ideal for the Flash Show. Even without grommets, a little tape on the edges will prevent tearing. If hanging this way isn’t an option, we would suggest frames.</p><p><br></p><p>If it is tattoo flash (meaning, it could be picked off the wall and tattooed) Contact us about displaying your artwork!</p>","{tattoo,gallery}",{}
"<p>Violinist Simone Porter has been recognized as an emerging artist of impassioned energy, interpretive integrity and vibrant communication. In the past few years she has debuted with the New York Philharmonic, the Philadelphia Orchestra and the Los Angeles Philharmonic; and with a number of renowned conductors, including Stéphane Denève, Gustavo Dudamel, Yannick Nézet-Séguin, Nicholas McGegan, Ludovic Morlot and Donald Runnicles. Born in 1996, Simone made her professional solo debut at age 10 with the Seattle Symphony and her international debut with the Royal Philharmonic Orchestra in London at age 13. In March 2015, Simone was named a recipient of an Avery Fisher Career Grant.&nbsp;</p>","{music,norton-center-50th-season}",{}
"<p>The Lexington Lions Club proudly presents the <strong>63rd annual Bluegrass Fair</strong> at Lexington's Masterson Station Park for eleven fun-filled nights, showcasing an ""all-new"" entertainment line-up featuring Lady Houdini – The World's Premier Female Escape Artist!</p><p>This year's fair will also feature:</p><ul><li>Sea Lion Splash – which is an exciting, one of a kind traveling sea lion show and exhibit</li><li>Pig racing</li><li>Thrill and kiddie rides and carnival games from Kissel Entertainment</li><li>Nightly live music, exhibits</li><li>And all your Fair-food favorites including funnel cakes, cotton candy, gourmet corndogs, turkey legs, pizza, deep-fried delights, and the best Mexican food in Central Kentucky—in a clean, family-friendly, alcohol-free environment.</li></ul>",{festival},{}
"<p>Dieter Roth was a German-Swiss Conceptual artist known for his use of non-traditional materials in making sculptures and installations. Cheese, sausage, and chocolate, among other items, would lend definite odors (not always pleasant ones) during the run of his exhibitions. Roth enjoyed blurring the line between process and product, and his work often questioned assumptions about permanence.</p><p><br></p><p>His practice included drawing, printmaking, books, audio, and multi-media presentations. Roth moved easily between these modes, and he often collaborated with like-minded peers, including Richard Hamilton, Hermann Nitsch, Arnulf Rainer, and Emmett Williams. In the later years of his life, he worked extensively with his son, Björn Roth.</p><p><br></p><p>The prints in this exhibition are from two Roth portfolios,&nbsp;</p><p><em>2 Times 5 Bats&nbsp;</em>and&nbsp;<em>2 Times 5 Trophies</em>, printed as offset lithographs with additional drawings by the artist in graphite. These images show photographic images of sculptural forms (bats and trophies), either solidly balanced or teetering at the edge of possible collapse.</p>",{gallery},{}
"<p>Transylvania University studio art and digital arts and media students showcase their best work in this culminating exhibition.</p><p><br></p><p>Gallery Reception: Monday, Apr. 4, 5 -7 p.m.</p><p><br></p>","{gallery,student}",{}
"<p>Our American Songbook with Bria Skonberg and Benny Benack III</p><p>This new and highly anticipated touring project from <a href=""https://jazz.org/"" rel=""noopener noreferrer"" target=""_blank"">Jazz at Lincoln Center Presents</a> celebrates the Great American Songbook in all of its playful – and sophisticated – glory, brought to life by two of this generation's brightest stars.</p><p>Each armed with prodigious trumpet talent and vocal charm, Bria and Benny will re-live and re-imagine some of the classic partners in jazz and popular song, including Ella Fitzgerald, Judy Garland and Bing Crosby, and Dean Martin and Peggy Lee.&nbsp;Featuring songs by Gershwin, Ellington, Cole Porter, Irving Berlin and many more and joined by a who's who of New York all-stars, this is an ""unforgettable"" evening of singin' and swingin' with Bria and Benny.</p><p> Featuring:</p><ul><li> Bria Skonberg – Trumpet, Vocals, Co-Music Director</li><li> Benny Benack III – Trumpet, Vocals, Co-Music Director</li><li> Jocelyn Gould – Guitar</li><li> Mathis Picard – Piano</li><li> Mark Lewandowski – Bass</li><li> Charles Goold – Drums</li></ul>","{music,norton-center-50th-season}",{}
"<p><span style=""background-color: transparent;"">Join us for a FREE screening of “Old Lesbians,” a short documentary about queer elders preserving their own herstory! This film showcases the Old Lesbian Oral Herstory Project (OLOHP), an archive of 800+ life stories recorded across the U.S. (plus a handful abroad). We are so excited to bring this film to Lexington!</span></p><p><br></p><p><span style=""background-color: transparent;"">💜 Sunday, July 7 @ 4pm</span></p><p><span style=""background-color: transparent;"">💜 21c Museum Hotel Lexington</span></p><p><span style=""background-color: transparent;"">💜 Completely FREE!</span></p><p><span style=""background-color: transparent;"">💜 </span><a href=""https://www.facebook.com/share/bZXj1RCmMar49LR7/"" rel=""noopener noreferrer"" target=""_blank"" style=""background-color: transparent; color: rgb(17, 85, 204);"">Join the Facebook Event!</a></p><p><br></p><p><span style=""background-color: transparent;"">After the screening, there will be a virtual Q&amp;A with director Meghan McDonough and musician Gaye Adegbalola (whose music is featured in the film). Then, following the Q&amp;A, join us for a Happy Hour at Lussi Brown Coffee Bar! ☕️🏳️‍🌈🏳️‍⚧️ We can’t wait to see you there!</span></p><p><br></p><p><br></p>","{film,talk}",{}
